subject_number,subject_run,total_millis,step_number,step_millis,step_trigger_count,top_screen,level_millis,level_name,adaptive_level_score,level_attempt,level_state,reaction_prompt_sound,reaction_prompt_image,reaction_prompt_state,reaction_prompt_millis,reaction_prompt_passed,reaction_prompt_pressed_key
,,275071,2,255059,0,gameplay-adaptive,253059,dynamic-0,0,1,playing,none,whitescreen.png,complete,48,true,K_SPACE
,,278079,2,258067,0,gameplay-adaptive,256067,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,281087,2,261075,0,gameplay-adaptive,259075,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,284079,2,264067,0,gameplay-adaptive,262067,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,287087,2,267075,0,gameplay-adaptive,265075,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,290079,2,270067,0,gameplay-adaptive,268067,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,293087,2,273075,0,gameplay-adaptive,271075,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,296063,2,276051,0,gameplay-adaptive,274051,dynamic-0,0,1,playing,none,whitescreen.png,complete,48,true,K_SPACE
,,299088,2,279076,0,gameplay-adaptive,277076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,302080,2,282068,0,gameplay-adaptive,280068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,305088,2,285076,0,gameplay-adaptive,283076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,308080,2,288068,0,gameplay-adaptive,286068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,311088,2,291076,0,gameplay-adaptive,289076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,314080,2,294068,0,gameplay-adaptive,292068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,317088,2,297076,0,gameplay-adaptive,295076,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,320080,2,300068,0,gameplay-adaptive,298068,dynamic-0,0,1,playing,none,whitescreen.png,complete,64,true,K_SPACE
,,,,,,,,,,,,,,Mean RT,62.88,,
,,,,,,,,,,,,,,SD RT,4.10291839961989,,
